egoid,Trust_1_6,Trust_2_6,Trust_3_6,Trust_4_6,Trust_5_6,Trust_6_6,Trust_6,SelfEsteem_1_6,SelfEsteem_2_6,SelfEsteem_3_6,SelfEsteem_4_6,SelfEsteem_5_6,SelfEsteem_6_6,SelfEsteem_7_6,SelfEsteem_8_6,SelfEsteem_9_6,SelfEsteem_10_6,SelfEsteem_6,SelfReg_Exercise_1_6,SelfReg_Exercise_2_6,SelfReg_Exercise_3_6,SelfReg_Exercise_4_6,SelfReg_Exercise_5_6,SelfReg_Exercise_6_6,SelfReg_Exercise_7_6,SelfReg_Exercise_8_6,SelfReg_Exercise_9_6,SelfReg_Exercise_10_6,SelfReg_Exercise_11_6,SelfReg_Exercise_12_6,SelfReg_Exercise_13_6,SelfReg_Exercise_14_6,SelfReg_Exercise_15_6,SelfReg_Exercise_16_6,SRQE_Ext_6,SRQE_Introj_6,SRQE_Ident_6,SRQE_Intrin_6,SRQE_RAI_6,lonely_1_6,lonely_2_6,lonely_3_6,lonely_4_6,lonely_5_6,lonely_6_6,lonely_7_6,lonely_8_6,lonely_9_6,lonely_10_6,lonely_11_6,lonely_12_6,lonely_13_6,lonely_14_6,lonely_15_6,selsa_rom_6,selsa_fam_6,selsa_soc_6,SelfReg_1_6,SelfReg_3_6,SelfReg_4_6,SelfReg_5_6,SelfReg_6_6,SelfReg_7_6,SelfReg_8_6,SelfReg_9_6,SelfReg_10_6,SelfReg_11_6,SelfReg_12_6,SelfReg_13_6,selfreg_scale_6
92895,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
69831,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,35.0,3,Not at all true,5,Not at all true,Somewhat true,3,3,5,5,5,Not at all true,5,3,Not at all true,5,5,1.5,2.5,4.75,5.0,9.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.14334264,-0.55221969,-0.74025226,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,2.3333333
59178,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
50072,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,27.0,5,Not at all true,5,5,5,2,Not at all true,Somewhat true,Very true,6,Not at all true,Very true,6,2,6,Very true,1.25,4.5,6.5,5.25,10.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.65266812,-0.51605976,-0.83051091,Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,2.25
44927,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,37.0,Somewhat true,2,Somewhat true,Somewhat true,5,2,Not at all true,3,6,Somewhat true,Not at all true,5,3,Not at all true,2,5,1.25,3.25,5.25,3.25,6.0,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-1.1715218,0.13997658,0.24844754,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,2.1666667
71894,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,2.8333333,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,26.0,2,2,6,2,6,2,2,5,Very true,Very true,2,6,Not at all true,Not at all true,Somewhat true,5,1.75,1.75,6.0,5.5,11.75,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,0.95666361,4.0467763,0.55237162,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,2.5
76790,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
66676,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,36.0,Somewhat true,2,Very true,2,6,2,Not at all true,6,Very true,6,2,6,5,Somewhat true,5,Very true,2.25,3.25,6.5,6.0,10.75,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.8147648,-0.75815082,0.096843898,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Neutral,2.4166667
95930,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.8333333,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,37.0,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
70962,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.5,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,0.0,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.3439888,-0.60131431,-0.053932957,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,3.5
12738,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
27111,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
30453,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.6666667,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,30.0,6,5,6,5,6,6,Very true,6,6,6,5,Somewhat true,Somewhat true,Somewhat true,3,3,5.25,5.25,4.75,5.25,-0.5,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,-0.31537458,1.6130737,2.0726795,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.0
80177,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
18677,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,3.1666667,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,37.0,6,5,5,6,6,5,3,5,5,5,3,5,5,Somewhat true,Somewhat true,5,3.75,5.5,5.25,4.75,1.75,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,-1.6591692,-0.95271182,0.63294059,Disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,2.1666667
66047,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
58682,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,36.0,3,2,5,3,6,3,2,5,5,5,3,2,3,Somewhat true,5,Very true,2.75,3.0,5.0,5.0,6.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.44642869,-1.0196147,0.82059008,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,2.4166667
79834,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,2.0,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,42.0,Somewhat true,Not at all true,6,3,Not at all true,Not at all true,Not at all true,3,3,3,Not at all true,Somewhat true,3,Not at all true,6,3,1.0,2.75,2.75,4.5,7.0,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,1.0593746,1.4576412,0.33731115,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,2.1666667
93471,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.6666667,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Very true,Not at all true,Very true,Very true,Very true,2,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Very true,Very true,Very true,Very true,2.5,5.75,7.0,7.0,10.25,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.5995954,-0.59657198,-0.66366839,Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,2.1666667
19538,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
38052,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,3.8333333,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,47.0,Somewhat true,2,5,Not at all true,5,2,Not at all true,5,Very true,Somewhat true,2,Somewhat true,Somewhat true,Not at all true,5,6,1.5,2.75,5.5,4.75,9.25,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,0.57262671,1.2062086,-0.63118285,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.4166666
33133,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
40021,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
27141,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
93858,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
47810,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,37.0,2,2,6,3,5,Somewhat true,Not at all true,5,6,6,2,5,Not at all true,Not at all true,Somewhat true,Somewhat true,1.5,2.5,5.0,5.25,10.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.1486052,-0.43406031,-0.53017682,Disagree,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,2.3333333
58196,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,48.0,Very true,Not at all true,Very true,Somewhat true,6,Not at all true,Not at all true,Very true,Very true,6,Not at all true,Very true,Very true,Not at all true,6,Very true,1.0,4.75,6.75,6.5,13.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.1106151,-0.51337016,-0.82844722,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,1.25
42773,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
76663,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
48224,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,2.3333333,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Somewhat true,Not at all true,6,Somewhat true,6,3,Not at all true,Somewhat true,5,5,Not at all true,5,5,Not at all true,5,6,1.0,4.0,5.5,5.0,9.5,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,0.53297973,-0.77797705,0.15364322,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,3.0833333
30137,Agree,Agree,Agree,Agree,Strongly Agree,Agree,2.8333333,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,42.0,6,Somewhat true,6,5,5,3,2,6,6,6,2,6,6,Somewhat true,5,6,3.0,5.0,5.75,5.75,6.25,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,0.92241031,0.37915781,0.092661768,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,2.0833333
68318,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.3333333,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,42.0,2,Not at all true,6,2,5,Not at all true,Not at all true,3,5,Somewhat true,Not at all true,3,Somewhat true,3,2,Somewhat true,1.5,2.25,4.25,3.75,6.5,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.3125551,-0.38940072,-0.72581142,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Neutral,2.8333333
62246,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,41.0,Somewhat true,Not at all true,Very true,Somewhat true,Somewhat true,Not at all true,Not at all true,5,6,6,2,Very true,5,2,Somewhat true,6,1.5,3.5,5.75,5.5,10.25,Strongly Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Strongly Agree,0.80184233,0.67575312,-0.334411,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,2.3333333
61028,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,3.1666667,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,41.0,5,Not at all true,Very true,3,6,Not at all true,Not at all true,6,Very true,6,Not at all true,6,6,Not at all true,6,Very true,1.0,3.75,6.5,6.25,13.25,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.84088856,-0.52070719,-0.84392875,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.9166666
55424,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.1666667,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,30.0,5,5,Somewhat true,Very true,5,Very true,Very true,5,6,3,Somewhat true,5,6,6,Very true,Very true,5.5,6.25,5.75,4.75,-2.0,Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,-1.2379203,0.43637988,3.3609633,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,2.6666667
17581,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
23576,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.5,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,40.0,Somewhat true,Somewhat true,Somewhat true,5,Somewhat true,3,3,5,Somewhat true,6,6,2,Somewhat true,Somewhat true,5,2,4.25,4.0,3.0,5.0,0.5,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,-0.3676939,1.2632835,-0.22268791,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,2.8333333
17522,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
97833,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
93485,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,3.5,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,5,2,Very true,2,6,3,Not at all true,6,Very true,Very true,2,Very true,2,Not at all true,Very true,Very true,1.5,3.0,6.75,6.75,14.25,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.5995954,-0.59657198,-0.66366839,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.75
62617,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,4.3333335,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,46.0,Somewhat true,Not at all true,5,3,Very true,Not at all true,Not at all true,5,Very true,5,Not at all true,Very true,Very true,Not at all true,5,Very true,1.0,3.75,7.0,5.0,11.25,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.029530704,-0.51467335,-0.79574674,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.6666666
42137,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,6,Not at all true,Very true,3,6,Not at all true,Not at all true,Somewhat true,Very true,5,Not at all true,5,Somewhat true,Not at all true,5,Very true,1.0,3.5,6.25,5.25,11.25,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Agree,0.41462818,0.75144827,0.21828288,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,2.1666667
37305,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,3.6666667,Strongly Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Agree,39.0,Somewhat true,Very true,3,5,2,6,6,2,Somewhat true,3,6,3,6,5,2,5,6.0,5.25,3.5,2.5,-8.75,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.5188584,-0.59107524,-0.67598635,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Agree,2.0
48013,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
44447,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
14571,,,,,,,3.255026451746032,,,,,,,,,,,37.68910256410256,,,,,,,,,,,,,,,,,1.8668831168831168,3.664772727272727,5.330357142857143,4.963474025974026,7.858766233766234,,,,,,,,,,,,,,,,0.0053798889419354,-0.0174388981387096,0.0035895541496774,,,,,,,,,,,,,2.334941052411576
